user	instance_id	displayed_text	how-certain-is-the-finding:::Certain	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Somewhat certain	how-certain-is-the-finding:::Uncertain	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Words indicating uncertainty	span_annotation:::Words indicating certainty
60e3a249506a9e248218770f	Biology_tweet_211_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Thus, despite little overlap in genes, the strong interconnectedness between the resulting networks identifies pathways through which the effects of distinct mutations might converge. Our data (1) confirm excess burden of genome-wide rare genic CNVs in an independent set of ASD subjects versus control subjects; (2) further reveal an extreme degree of etiological heterogeneity (36 different genetic loci were found among 82 individuals with pathogenic CNVs); (3) confirm the contribution of de novo CNVs to the etiology of autism and highlight the contribution of inherited pathogenic imbalances (36%); (4) show an increased proportion of females among carriers of highly penetrant pathogenic CNVs, as well as among carriers of deletions affecting FMRP targets; show no significant difference in the frequency of de novo CNVs between simplex and multiplex families; show that both deletions and duplications involving FMRP targets and PSD genes increase ASD risk; (7) show evidence of multigene contributions to ASD; show that ASD-associated deletions impair synapse function and neurodevelopmental processes; (9) implicate chromatin and transcription regulation genes in ASD in a network analysis of de novo CNVs; and show that genes affected by de novo CNVs and de novo LoF SNVs converge on functional gene networks. Importantly, when considering highly penetrant pathogenic CNVs, we found a 2:1 male-to-female ratio (deviating from the overall ratio of 6:1 in the study sample).""><b>Finding:</b></span> Our data (1) confirm excess burden of genome-wide rare genic CNVs in an independent set of ASD subjects versus control subjects; (2) further reveal an extreme degree of etiological heterogeneity (36 different genetic loci were found among 82 individuals with pathogenic CNVs); (3) confirm the contribution of de novo CNVs to the etiology of autism and highlight the contribution of inherited pathogenic imbalances (36%); (4) show an increased proportion of females among carriers of highly penetrant pathogenic CNVs, as well as among carriers of deletions affecting FMRP targets; show no significant difference in the frequency of de novo CNVs between simplex and multiplex families; show that both deletions and duplications involving FMRP targets and PSD genes increase ASD risk; (7) show evidence of multigene contributions to ASD; show that ASD-associated deletions impair synapse function and neurodevelopmental processes; (9) implicate chromatin and transcription regulation genes in ASD in a network analysis of de novo CNVs; and show that genes affected by de novo CNVs and de novo LoF SNVs converge on functional gene networks."				1																				[{'start': 2457, 'end': 2468, 'span': 'evidence of', 'annotation': 'Words indicating uncertainty'}]	[{'start': 1679, 'end': 1686, 'span': 'confirm', 'annotation': 'Words indicating certainty'}, {'start': 1947, 'end': 1954, 'span': 'confirm', 'annotation': 'Words indicating certainty'}, {'start': 2703, 'end': 2707, 'span': 'show', 'annotation': 'Words indicating certainty'}]
60e3a249506a9e248218770f	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]
60e3a249506a9e248218770f	Biology_tweet_110_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: New paper in Current Biology on rates of evolution during the Cambrian: ""><b>Finding:</b></span> New paper in Current Biology on rates of evolution during the Cambrian: "			3																					[]	[]
60e3a249506a9e248218770f	Biology_97_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The study, which appears in Philosophical Transactions of the Royal Society B, finds that the risk of a disease outbreak is highest if the HRE occurs early in the transmission season, or the period of time when mosquitoes are able to pass on the virus to humans. According to the study, an HRE that occurs on July 1 results in 70 percent fewer disease cases compared to an HRE that occurs on June 1. ""The warmer it is, the faster an infected mosquito will be able to transmit the virus.""><b>Finding:</b></span> The study, which appears in Philosophical Transactions of the Royal Society B, finds that the risk of a disease outbreak is highest if the HRE occurs early in the transmission season, or the period of time when mosquitoes are able to pass on the virus to humans."			3																					[]	[{'start': 782, 'end': 787, 'span': 'finds', 'annotation': 'Words indicating certainty'}]
5f84a3166ec3b5138293d948	Biology_tweet_123_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 2, v 2 = 8.5, P = 0.004). The proportion of dry forest sites with seedling densities exceeding recruitment thresholds was also lower after 21st-century wildfires, declining from 49% (in sites that burned prior to 2000) to 30% (in sites burned since 2000; v 2 = 14.3, P = 0.0002). Moist forest types exhibited a similar decline in regeneration (v 2 > 7.5, P < 0.01), but the proportion of sites with seedlings or densities exceeding recruitment thresholds was greater than 65% in both time periods, declining from 91 to 65%.""><b>Finding:</b></span> The proportion of dry forest sites with seedling densities exceeding recruitment thresholds was also lower after 21st-century wildfires, declining from 49% (in sites that burned prior to 2000) to 30% (in sites burned since 2000; v 2 = 14.3, P = 0.0002)."	4																							[]	[{'start': 798, 'end': 801, 'span': 'was', 'annotation': 'Words indicating certainty'}]
5f84a3166ec3b5138293d948	Biology_tweet_67_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The gut #microbiome and #metabolism: implications for #obesity, #diabetes  #HMP #DNA #nutrition""><b>Finding:</b></span> The gut #microbiome and #metabolism: implications for #obesity, #diabetes  #HMP #DNA #nutrition"				1																				[]	[]
5f84a3166ec3b5138293d948	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																			[]	[]
5f84a3166ec3b5138293d948	Biology_293_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: If we can increase the yield of soybeans, we can solve the problems of protein demand and food production at the same time."" ""The model shows that by investing less in leaves, the plant can produce more seeds,"" Srinivasan said. The model predicted that a 30-40% decrease in leaf area would increase yields by 8-10%.""><b>Finding:</b></span> ""The model shows that by investing less in leaves, the plant can produce more seeds,"" Srinivasan said."	4																							[]	[{'start': 562, 'end': 573, 'span': 'model shows', 'annotation': 'Words indicating certainty'}]
5f84a3166ec3b5138293d948	Biology_156_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: It's a fascinating area of science, and we're learning a lot from lab-grown organs about how the process might be triggered more naturally. If we are eventually to develop treatments to replace lost limbs, the BMP2 and BMP9 proteins may well have something to do with it. ""These findings provide further support for the view that cells of a non-regenerative mammalian amputation wound retain the positional information necessary to re-build structures removed by amputation,"" conclude the researchers.""><b>Finding:</b></span> If we are eventually to develop treatments to replace lost limbs, the BMP2 and BMP9 proteins may well have something to do with it."				1																				[{'start': 759, 'end': 762, 'span': ' If', 'annotation': 'Words indicating uncertainty'}, {'start': 853, 'end': 856, 'span': 'may', 'annotation': 'Words indicating uncertainty'}]	[]
5f84a3166ec3b5138293d948	Biology_413_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 1B and 1C, respectively) . These data show that C3 is required for maximal inflammation and bone loss in P. gingivalis-induced periodontitis in mice. Consistent with its ability to activate C5aR independently of the canonical activation of the complement cascade, P. gingivalis retained its capacity to colonize the periodontium of C3 2/2 mice and significantly increased total microbiota counts (comparable with its effects in WT mice), as determined 7 d postinoculation (p , 0.01; Fig.""><b>Finding:</b></span> These data show that C3 is required for maximal inflammation and bone loss in P. gingivalis-induced periodontitis in mice."	4																							[]	[{'start': 694, 'end': 705, 'span': 'is required', 'annotation': 'Words indicating certainty'}]
5f84a3166ec3b5138293d948	Biology_tweet_67_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: After weight loss, increased amounts of Bacteroidetes (3% to 15%) and a decreased abundance of Firmicutes were observed, and these changes correlated with the percentage of weight loss and not with changes in dietary caloric content. These human studies confirmed animal data suggesting that alterations in gut microbial composition are associated with obesity. This report documented an abundance of Bifidobacterium taxa and decreased proportions of Staphylococcus aureus in children who were whose weight was within reference intervals at age 7 years than in those who were overweight or obese.""><b>Finding:</b></span> These human studies confirmed animal data suggesting that alterations in gut microbial composition are associated with obesity."			3																					[{'start': 821, 'end': 831, 'span': 'suggesting', 'annotation': 'Words indicating uncertainty'}]	[{'start': 799, 'end': 808, 'span': 'confirmed', 'annotation': 'Words indicating certainty'}]
